date,open,high,low,close,volume,amount
2020-01-02,34.0446632,35.10702304,34.02954064,34.71383648,21280097,1952824561.17
2020-01-03,34.92555232,35.41325488,33.69306368,34.3282112,16455070,1488092261.76
2020-01-06,33.8745344,34.52102384,33.836728,34.1580824,11866869,1073677069.76
2020-01-07,34.214792,35.91229936,34.1580824,35.4624032,19911955,1861821186.78
2020-01-08,35.61740944,36.4264664,35.03897152,35.87071232,20107373,1910094072.41
2020-01-09,35.8404672,36.13535712,35.159952,35.35276464,10942138,1027554619.34
2020-01-10,35.3111776,35.32251952,34.0824696,34.32064992,14823767,1350723262.34
2020-01-13,34.27528224,35.01250704,33.9501472,34.54748832,12767401,1165009482.76
2020-01-14,34.6117592,34.92933296,34.07490832,34.33199184,9745072,887727806.54
2020-01-15,35.90851872,35.91608,33.56830256,33.90477952,19991889,1830498207.35
2020-01-16,33.90477952,34.9142104,33.29987712,34.214792,13139651,1192272535.02
2020-01-17,34.24125648,34.47187552,33.3074384,33.57964448,12146893,1082403566.87
2020-01-20,33.59476704,34.58907536,32.7781488,34.33955312,13921383,1250576372.0
2020-01-21,34.23747584,34.39626272,33.4208576,33.458664,8533507,761564925.37
2020-01-22,33.22426432,33.22426432,31.51541504,32.5324072,18006559,1536863715.83
2020-01-23,31.7195696,32.29800752,30.49464224,30.88026752,16275277,1346424656.48
2020-02-03,27.79148464,28.94457984,27.79148464,27.8255104,26378711,1966443009.26
2020-02-04,28.36614192,30.60806144,28.3548,30.60806144,22866294,1808239548.66
2020-02-05,31.38309264,32.09007232,30.8311192,30.97478352,19645703,1628721561.53
2020-02-06,32.12787872,34.07112768,31.0390544,34.07112768,26703096,2330780767.45
2020-02-07,33.6098896,35.65899648,32.6458264,34.9520168,25849745,2375036959.86
2020-02-10,34.96335872,38.4113024,34.96335872,37.50772944,28798860,2851051147.19
2020-02-11,37.50772944,38.940592,37.50772944,37.81018064,20429030,2055947669.8
2020-02-12,37.80261936,38.0710448,36.8234336,37.144788,22088599,2177789563.22
2020-02-13,37.30735552,37.66651632,36.36597616,37.11454288,15899763,1556677450.61
2020-02-14,37.7307872,40.27137728,37.7307872,40.07856464,31203965,3241116781.53
2020-02-17,40.07856464,40.7742024,39.20901744,39.8668488,20827720,2193622577.39
2020-02-18,39.318656,40.358332,38.98217904,40.1693,14917807,1570833473.9
2020-02-19,40.452848,42.31670352,40.452848,40.7552992,23364285,2556315290.35
2020-02-20,41.492524,41.776072,40.46040928,40.91030544,18169064,1968242615.42
2020-02-21,40.830912,42.64183856,40.2260096,41.76094944,19639298,2160428568.75
2020-02-24,41.208976,42.910264,40.64188,42.18060048,21458131,2376996002.28
2020-02-25,41.6248464,45.745744,41.4736208,45.35633808,28204863,3293811325.31
2020-02-26,45.33365424,46.123808,43.48114064,43.855424,26878817,3180195834.16
2020-02-27,43.855424,46.6530976,43.099296,44.8383904,33040550,3938945856.09
2020-02-28,43.14466368,45.82513744,43.14088304,44.044456,26238756,3088221334.35
2020-03-02,43.666392,46.68334272,43.6474888,45.36768,34004152,4083285654.22
2020-03-03,46.05953712,46.4262592,45.084132,45.21267376,22914017,2767071249.22
2020-03-04,44.80436464,46.879936,44.80436464,46.0103888,23643445,2886069330.83
2020-03-05,46.501872,49.14075872,46.07844032,47.8629024,32599652,4118241251.8
2020-03-06,47.068968,50.39215056,47.068968,48.392192,35920569,4640307977.04
2020-03-09,48.38841136,52.89871488,47.9007088,50.46776336,37196401,4965642532.55
2020-03-10,50.70594368,51.794768,47.64740592,49.26551984,31614711,4108884743.66
2020-03-11,49.14832,50.64545344,47.31849024,48.18803744,28546823,3694816674.93
2020-03-12,47.3336128,48.00278608,45.36768,46.0481952,26582677,3248070078.63
2020-03-13,43.69663712,47.447032,43.67017264,46.3506464,23777482,2865917535.55
2020-03-16,46.9555488,46.98579392,41.90083312,43.099296,27622539,3226282430.25
2020-03-17,44.07848176,44.73253248,41.04262784,43.10685728,20826957,2360291106.84
2020-03-18,43.855424,47.3336128,43.71554032,44.42630064,31775903,3828302589.38
2020-03-19,44.46410704,45.745744,43.288328,45.41682832,21488875,2536958891.84
2020-03-20,46.16917568,46.55480096,43.51894704,44.1200688,21521057,2534179624.56
2020-03-23,42.1919424,43.23539904,41.398008,42.154136,21161069,2360029730.53
2020-03-24,43.47736,43.855424,42.27511648,43.39040528,19188231,2187932587.88
2020-03-25,44.7627776,45.36768,43.8932304,44.75521632,17856634,2101766030.18
2020-03-26,44.1578752,45.4432928,43.87810784,44.611552,13812741,1638964851.16
2020-03-27,44.94802896,44.99339664,43.16734752,43.22783776,16089182,1860599028.65
2020-03-30,42.4565872,43.79115312,42.343168,43.288328,10094475,1148081758.13
2020-03-31,43.666392,46.34308512,43.3639408,46.20320144,28418475,3426884559.36
2020-04-01,46.49431072,46.87615536,45.18620928,45.8591632,18975477,2308522544.52
2020-04-02,46.12758864,46.49053008,44.8383904,45.56805392,14973699,1794504629.64
2020-04-03,45.1975512,47.36385792,44.99339664,46.44894304,17112960,2108063587.56
2020-04-07,47.2201936,48.6568368,46.123808,48.5056112,22008389,2786437535.26
2020-04-08,48.392192,48.6946432,46.1994208,46.61151056,22863624,2852942568.51
2020-04-09,46.501872,47.3714192,45.18242864,46.9933552,15894680,1940316860.08
2020-04-10,46.7287104,47.91583136,46.41113664,46.8421296,10437423,1298217754.52
2020-04-13,46.4262592,47.73436064,46.07844032,46.690904,8850357,1098931837.28
2020-04-14,47.20507104,48.02168928,46.65687824,47.09543248,11089538,1387366452.52
2020-04-15,46.879936,47.36763856,45.90075024,45.99904688,12938497,1585999274.03
2020-04-16,45.7835504,46.12002736,44.7249712,45.09169328,12982813,1552069653.77
2020-04-17,45.36768,47.2012904,44.989616,46.86859408,17658037,2170486402.87
2020-04-20,46.69846528,47.352516,46.31284,46.9177424,10028368,1243718772.58
2020-04-21,46.80810384,47.0500648,46.00282752,46.69468464,9931731,1221199631.43
2020-04-22,46.501872,48.50183056,46.3506464,47.80997344,20798084,2625968738.98
2020-04-23,47.87046368,49.78346752,47.87046368,48.39597264,15213478,1965413849.87
2020-04-24,48.85343008,49.1105136,47.8629024,48.5434176,9697726,1246819813.38
2020-04-27,49.51126144,51.62841984,48.55854016,50.3581248,20319493,2703078736.61
2020-04-28,50.660576,51.03107872,49.14832,50.5471568,15749338,2091607423.67
2020-04-29,50.3959312,50.53959552,48.47158544,48.7324496,13381092,1738106207.09
2020-04-30,48.9214816,49.00465568,47.48861904,48.1653536,11539376,1465303219.9
2020-05-06,47.20507104,47.6171608,46.43003984,46.8043232,17908997,2214156620.62
2020-05-07,46.7476136,47.77972832,46.501872,46.7476136,12090229,1506378222.13
2020-05-08,46.84591024,46.9933552,45.82513744,46.6152912,11530745,1419055572.66
2020-05-11,46.123808,46.2372272,43.78737248,44.0822624,32367261,3821323522.5
2020-05-12,43.666392,44.53971984,43.5907792,43.86676592,14173205,1646807006.59
2020-05-13,43.90079168,44.0822624,43.03502512,43.5907792,18686151,2145858643.16
2020-05-14,43.5151664,43.5151664,42.3998776,42.65696112,21074663,2382747396.32
2020-05-15,43.0236832,43.46979872,42.4943936,43.099296,12967148,1475353500.4
2020-05-18,43.4395536,45.3487768,43.4395536,45.1030352,26989719,3201247999.45
2020-05-19,45.36768,45.70037632,43.7041984,44.19946224,16436702,1930996127.34
2020-05-20,43.855424,43.855424,42.48683232,42.8346512,20466849,2319597280.87
2020-05-21,43.14466368,43.84786272,42.2675552,43.3261344,17335637,1965702569.49
2020-05-22,43.48114064,45.05766752,42.9480704,44.07092048,16800989,1964239334.96
2020-05-25,44.56240368,45.84026,44.56240368,45.20133184,22153464,2662616612.63
2020-05-26,45.36768,45.55293136,43.90457232,44.33934592,12515256,1467454932.0
2020-05-27,44.12763008,44.233488,43.099296,43.45467616,10497448,1210694072.73
2020-05-28,43.855424,44.1578752,43.1181992,43.5907792,9526961,1099369137.05
2020-05-29,43.22027648,45.51512496,43.22027648,45.43951216,16269893,1924867458.43
2020-06-01,45.56049264,46.32040128,44.7249712,45.36389936,13032823,1558921554.05
2020-06-02,45.36768,47.25421936,45.36389936,45.9914856,14232123,1743446644.06
2020-06-03,46.59260736,47.068968,45.18242864,45.47731856,12347197,1494654788.27
2020-06-04,45.5806308,46.26498588,44.61865998,46.26498588,17887337,1267589204.76
2020-06-05,46.26498588,46.27789824,44.62511616,44.66385324,23541054,1643705818.69
2020-06-08,45.3869454,45.4515072,44.224833,44.88336336,15499704,1079365223.95
2020-06-09,45.01894314,45.50315664,44.4830802,44.8058892,11965997,830470199.99
2020-06-10,44.8058892,46.04547576,44.63157234,44.94792516,20756337,1459847396.56
2020-06-11,44.8058892,44.8058892,42.50748912,42.6753498,46135110,3099406554.88
2020-06-12,42.26215428,43.17893184,42.08138124,43.0627206,23001906,1526725002.39
2020-06-15,43.902024,45.67101732,43.89556782,44.69613414,32638928,2271597848.59
2020-06-16,45.19326,45.21262854,43.63086444,44.52181728,19968932,1361480358.5
2020-06-17,44.4185184,45.60645552,43.902024,45.19326,23389344,1626630997.98
2020-06-18,45.47087574,47.24632524,45.37403304,46.55551398,31554289,2277549894.0
2020-06-19,46.9364286,48.66668484,46.37474094,48.37615674,33428706,2469929262.09
2020-06-22,48.4859118,49.9708332,47.65306458,49.02823092,31974943,2423282055.61
2020-06-23,49.09279272,49.49307588,48.42780618,49.06051182,22560103,1710135299.17
2020-06-24,49.13798598,50.20971186,48.40198146,48.5504736,19214297,1457195049.26
2020-06-29,49.39623318,51.003822,48.98949384,50.358204,30654653,2382206456.46
2020-06-30,50.42922198,53.01815016,50.358204,52.940676,30876818,2484088056.52
2020-07-01,53.3603277,55.51669182,53.10853668,53.76706704,41061351,3459277245.98
2020-07-02,53.83162884,54.4901592,51.99161754,52.617867,42317849,3466827732.18
2020-07-03,52.27568946,53.5217322,50.7132939,53.45071422,29504642,2390776702.36
2020-07-06,53.909103,57.05326266,53.909103,56.80147164,42249734,3649533274.33
2020-07-07,59.8487886,59.8487886,56.11711656,56.168766,57938510,5165059229.92
2020-07-08,56.22041544,57.62786268,55.9105188,56.7175413,31073957,2724988595.48
2020-07-09,56.491575,59.2031706,56.22041544,58.5898335,41785034,3748579925.45
2020-07-10,57.6536874,58.55109642,57.137193,57.72470538,26177844,2339290566.4
2020-07-13,57.73116156,61.0754628,57.72470538,60.44921334,43289972,4021332851.5
2020-07-14,60.48149424,62.41834824,59.074047,62.1730134,39087101,3673040837.2
2020-07-15,62.1730134,63.92263818,60.688092,62.25694374,38230276,3724187273.06
2020-07-16,62.302137,62.947755,58.10562,58.11853236,44169837,4104275178.69
2020-07-17,58.10562,60.99798864,58.10562,60.99798864,35943678,3340411160.52
2020-07-20,61.979328,63.916182,61.33371,62.61203364,39552084,3836873362.46
2020-07-21,62.8831932,62.90901792,60.15868524,61.70171226,30572028,2909346350.72
2020-07-22,61.2691482,61.94059092,60.17805378,60.37819536,44130605,4161348347.61
2020-07-23,60.0101931,60.6558111,58.2024627,59.40331218,35762857,3278140646.67
2020-07-24,59.2677324,61.0754628,56.491575,57.6214065,51648933,4721790523.08
2020-07-27,58.751238,59.38394364,55.64581542,56.27206488,32953495,2914717594.07
2020-07-28,56.94996378,58.61565822,56.6852604,58.26056832,32752354,2936424167.53
2020-07-29,58.26056832,58.87390542,57.137193,58.8157998,28614139,2583462977.28
2020-07-30,58.68022002,59.96499984,58.35741102,58.77706272,28025552,2569780885.56
2020-07-31,58.77706272,59.61636612,57.782811,59.06113464,22571368,2055860629.9
2020-08-03,59.396856,61.6887999,59.38394364,60.31363356,34159672,3198467203.96
2020-08-04,59.8487886,61.010901,59.53243578,60.10057962,21940357,2046320362.85
2020-08-05,60.6235302,61.33371,59.57117286,61.1400246,32457362,3059912100.44
2020-08-06,62.0438898,62.5926651,59.53889196,60.042474,41197326,3900370080.58
2020-08-07,59.31938184,60.15868524,57.83446044,58.63502676,32275429,2929792091.21
2020-08-10,58.49944698,59.2354515,57.85382898,59.2354515,22594447,2053132667.64
2020-08-11,59.074047,62.53455948,59.074047,60.64289874,44673496,4244501727.65
2020-08-12,60.77202234,61.19167404,58.2993054,59.8487886,28045475,2572281286.68
2020-08-13,59.9133504,61.11419988,59.21608296,59.396856,22344656,2079365873.07
2020-08-14,59.40976836,59.95208748,58.6221144,59.57762904,15588173,1430110534.35
2020-08-17,59.57117286,60.28780884,58.9126425,59.20962678,25594380,2351628972.58
2020-08-18,59.39039982,59.64864702,58.751238,58.86099306,25737037,2353193819.3
2020-08-19,58.9449234,59.1386088,57.83446044,57.8473728,23453781,2118384100.19
2020-08-20,57.8150919,58.42197282,56.83375254,57.98295258,16295026,1456059756.1
2020-08-21,58.18955034,58.41551664,57.4922829,57.93775932,17774561,1596048791.42
2020-08-24,58.44134136,59.2354515,58.29284922,58.55109642,24093160,2195528970.13
2020-08-25,58.75769418,58.96429194,58.16372562,58.2347436,13241530,1198877072.98
2020-08-26,58.73832564,58.9449234,57.137193,57.5891256,19760248,1766293169.52
2020-08-27,57.5568447,57.5568447,56.5884177,57.2017548,14764282,1304413146.85
2020-08-28,57.2017548,58.08625146,57.05326266,57.93130314,20744293,1852130164.85
2020-08-31,56.54322444,57.31150986,55.18097046,56.6852604,35655671,3111943874.98
2020-09-01,56.6206986,57.43417728,56.2978896,57.40835256,18138507,1598337699.01
2020-09-02,57.66014358,60.042474,57.460002,57.64723122,38936972,3539877028.04
2020-09-03,57.5891256,57.5891256,56.44638174,56.83375254,25418772,2236557988.94
2020-09-04,55.85241318,56.72399748,55.523148,56.4592941,18156222,1580941517.43
2020-09-07,56.168766,56.80792782,52.940676,53.47008276,40360191,3409856662.2
2020-09-08,53.47008276,54.0059457,52.35316362,53.44425804,27806171,2283468466.27
2020-09-09,52.8761142,52.8761142,51.06192762,51.2620692,26177983,2096835131.86
2020-09-10,52.295058,52.72116588,50.88115458,51.1329456,18406054,1475235894.84
2020-09-11,51.64944,51.9399681,50.02893882,50.55834558,21102463,1655431032.57
2020-09-14,51.32017482,52.15947822,49.93209612,50.44213434,22075933,1738437004.82
2020-09-15,50.4873276,50.93280402,49.75777926,50.81659278,14757215,1153294877.13
2020-09-16,50.48087142,50.7132939,46.99453422,48.7118781,44631381,3364636231.36
2020-09-17,48.42135,48.50528034,46.87832298,47.83383762,29568516,2178983090.28
2020-09-18,47.775732,49.1638107,47.65306458,48.6150354,22895280,1720045059.93
2020-09-21,48.6150354,48.62149158,47.1623949,47.66597694,18643937,1377837219.45
2020-09-22,47.775732,48.15664662,46.92351624,47.0655522,18143139,1335641030.53
2020-09-23,47.0655522,48.34387584,46.91060388,48.11145336,18579733,1376558181.17
2020-09-24,48.0339792,48.31159494,47.33671176,47.58850278,18579391,1371633592.43
2020-09-25,47.9048556,48.4536309,47.49811626,47.7434511,20014975,1487818875.43
2020-09-28,47.9048556,48.02752302,45.52252518,45.62582406,24519138,1765242185.37
2020-09-29,46.76211174,47.96296122,45.9357207,47.775732,24499956,1798383307.61
2020-09-30,47.95650504,48.53756124,47.23341288,47.775732,18769960,1391978613.26
2020-10-09,48.41489382,48.41489382,46.49095218,46.85895444,24727431,1797825607.19
2020-10-12,47.11074546,49.23482868,46.83312972,48.95721294,40522372,3034647044.53
2020-10-13,49.06051182,52.86965802,48.43426236,52.5210243,39259229,3077153004.62
2020-10-14,51.972249,52.34670744,50.24199276,50.358204,35553019,2804885878.75
2020-10-15,50.035395,50.08058826,48.67314102,49.2606534,22013251,1677991921.16
2020-10-16,49.38332082,49.47370734,48.31159494,48.5827545,14289975,1079374857.76
2020-10-19,48.8087208,49.5834624,47.65952076,47.9048556,17528390,1320570307.27
2020-10-20,48.098541,48.49882416,47.34962412,48.3567882,14611152,1084726985.39
2020-10-21,48.3567882,48.36324438,47.04618366,47.15593872,17401408,1277143606.15
2020-10-22,47.1946758,47.3560803,45.85179036,45.99382632,19946026,1432381013.01
2020-10-23,45.838878,46.12294992,44.4830802,44.56055436,21884957,1531392217.47
2020-10-26,44.55409818,45.89052744,43.68897006,45.4837881,14116652,984452162.57
2020-10-27,45.47733192,46.21333644,45.2578218,46.09066902,13073251,929749061.49
2020-10-28,46.21333644,46.5490578,45.4192263,45.4192263,14196542,1010530734.11
2020-10-29,44.94146898,47.0009904,44.6122038,46.484496,18075166,1285493589.89
2020-10-30,46.4199342,47.0009904,45.7097544,45.76140384,14544999,1039435101.98
2020-11-02,45.91635216,47.28506232,45.9034398,46.4199342,17461230,1260395215.1
2020-11-03,46.52968926,46.99453422,45.98091396,46.24561734,13246336,952047261.06
2020-11-04,46.0971252,46.7427432,45.516069,45.9357207,12626154,900426762.09
2020-11-05,46.01319486,46.86541062,45.94217688,46.41347802,13228664,950215844.18
2020-11-06,46.7104623,46.7104623,45.00603078,45.61936788,17787267,1251624681.28
2020-11-09,45.516069,46.65235668,45.1609791,46.2585297,21999974,1576070018.19
2020-11-10,46.27789824,46.40702184,45.43213866,45.72912294,14944557,1058579877.65
2020-11-11,45.45796338,46.08421284,45.36112068,45.49670046,12315162,870277207.06
2020-11-12,45.36757686,45.47087574,43.71479478,43.97304198,24504099,1676342338.23
2020-11-13,43.97949816,45.3869454,43.72125096,45.24490944,18994865,1307808636.99
2020-11-16,45.59354316,47.0978331,45.07059258,47.02035894,30755116,2211479388.74
2020-11-17,46.85249826,47.50457244,46.3553724,46.7104623,17819052,1292413877.97
2020-11-18,46.807305,47.0978331,46.0325634,46.8718668,14800027,1067248647.11
2020-11-19,47.05909602,49.24128486,46.6136196,48.54401742,31124380,2332128758.29
2020-11-20,48.2922264,48.42135,46.484496,47.11074546,23960894,1753206151.13
2020-11-23,46.9364286,46.94934096,45.89052744,46.484496,17364958,1246510662.32
2020-11-24,46.161687,47.452923,45.97445778,46.75565556,11880109,860268029.75
2020-11-25,46.7750241,47.2592376,46.47803982,46.85895444,9717430,705069507.09
2020-11-26,47.1946758,48.6150354,46.99453422,48.42135,27518703,2048190089.96
2020-11-27,49.31230284,50.99736582,49.31230284,49.82879724,33572336,2603226472.31
2020-11-30,50.681013,50.91343548,49.712586,49.712586,26342864,2051504745.7
2020-12-01,49.712586,50.79722424,49.6480242,50.5196085,17416718,1359158156.69
2020-12-02,50.9392602,51.62361528,50.38402872,51.14585796,16642933,1313687203.33
2020-12-03,51.46221078,51.50740404,50.42922198,51.04901526,16656550,1315903317.52
2020-12-04,50.9392602,51.30726246,49.95792084,50.44859052,15471856,1208885491.73
2020-12-07,50.27427366,50.8746984,49.64156802,50.85532986,22916815,1783837181.33
2020-12-08,50.96508492,51.326631,50.4873276,50.50023996,19710641,1553922120.08
2020-12-09,50.681013,50.99736582,49.31875902,49.44142644,18184645,1411091598.06
2020-12-10,49.2929343,49.66739274,48.42135,48.42135,16442484,1247096927.73
2020-12-11,48.47945562,48.66668484,46.9364286,47.5820466,24273389,1790273054.66
2020-12-14,48.42135,48.73770282,47.30443086,48.3245073,18954333,1412908943.19
2020-12-15,48.41489382,48.70542192,47.6788893,48.46008708,15140104,1133409376.88
2020-12-16,48.4859118,48.7764399,47.5497657,48.11790954,13812238,1029189108.91
2020-12-17,48.10499718,48.5504736,47.9048556,48.24703314,13745299,1027994430.57
2020-12-18,48.42780618,48.5504736,47.18176344,47.26569378,15262626,1126939651.17
2020-12-21,46.8395859,47.775732,46.161687,47.775732,16823803,1229977784.82
2020-12-22,47.36253648,47.6143275,45.99382632,46.0648443,19315090,1394348840.37
2020-12-23,46.03901958,46.68463758,45.44505102,46.47158364,16161592,1150489457.84
2020-12-24,46.47158364,48.84745788,46.0325634,48.8410017,29432085,2194674052.78
2020-12-25,48.42135,48.78289608,47.87903088,47.98878594,13453813,1004132474.24
2020-12-28,48.09208482,50.0999568,47.9048556,50.035395,27859282,2120837315.04
2020-12-29,50.04185118,50.21616804,48.9055635,49.3574961,18175775,1389055596.38
2020-12-30,49.26710958,49.99665792,48.9055635,49.24128486,16686839,1276570112.59
2020-12-31,48.9055635,50.54543322,48.9055635,49.7771478,17675202,1361546836.27
2021-01-04,51.972249,54.75486258,51.64298382,54.75486258,39149448,3265083789.24
2021-01-05,57.06617502,60.22970322,56.814384,60.22970322,83553797,7671463108.92
2021-01-06,62.947755,64.16151684,60.22970322,61.979328,64926692,6196567510.22
2021-01-07,61.63069428,63.18663366,59.6551032,63.18663366,58527238,5572916081.7
2021-01-08,63.916182,63.916182,60.96570774,62.41834824,44345914,4276198408.51
2021-01-11,61.33371,61.33371,56.77564692,57.46645818,63029739,5749836622.08
2021-01-12,57.46645818,58.42197282,56.88540198,58.26056832,33442021,2992054085.94
2021-01-13,58.2670245,58.5575526,55.92343116,57.13073682,30822768,2725044384.69
2021-01-14,57.137193,57.64723122,54.0059457,54.15443784,37524594,3215711821.03
2021-01-15,54.86461764,55.3940244,52.295058,53.0697996,30469669,2538690413.69
2021-01-18,54.23836818,54.60637044,52.9729569,53.87036592,29241835,2441976289.85
